sn	name	typeName	tips	contentBG
304022	Shiitake Mushrooms	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304023	Chicken	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304024	Beef	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304025	Sea Bass	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304026	Rockfish	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304027	Shrimp	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304028	Crucian Carp	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304029	Salmon	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304030	Tuna	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304031	Eel	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304032	Sea Cucumber	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304033	Caviar	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304034	Tonic Water	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304035	Cream	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304036	Soda Water	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304037	Spice Bundle	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304038	Assam Tea	Ingredient	Used to cook in your home kitchen.	<color=#ffffff>  </color>
304200	Tonkatsu	Cooking	A dish made with flour	 eggs	 and pork.	<color=#ffffff>  </color>
304201	Miso Ramen	Cooking	A dish made with flour	 eggs	 and miso.	<color=#ffffff>  </color>
304202	Salmon Sashimi	Cooking	A dish made with salmon	 soy sauce	 and wasabi.	<color=#ffffff>  </color>
304203	Manju	Cooking	A dish made with glutinous rice	 azuki beans	 and sugar.	<color=#ffffff>  </color>
304204	Curry with Rice	Cooking	A dish made with rice	 chicken	 potatoes	 onions	 and curry roux.	<color=#ffffff>  </color>
304205	Sukiyaki	Cooking	A dish made with beef	 napa cabbage	 tofu	 shiitake mushrooms	 and carrots.	<color=#ffffff>  </color>
304206	Matcha Ice Cream	Cooking	A dish made with matcha	 milk	 and sugar.	<color=#ffffff>  </color>
304207	Croquette	Cooking	A dish made with flour	 potatoes	 and pork.	<color=#ffffff>  </color>
304208	Eel Rice Bowl	Cooking	A dish made with rice and eel.	<color=#ffffff>  </color>
304209	Tricolored Dango	Cooking	A dish made with glutinous rice	 milk	 and sugar.	<color=#ffffff>  </color>
304210	Tempura	Cooking	A dish made with flour	 eggs	 shrimp	 and soy sauce.	<color=#ffffff>  </color>
304211	Almond Jelly	Cooking	A dish made with almonds	 milk	 and sugar.	<color=#ffffff>  </color>
304212	Caramel Flan	Cooking	A dish made with milk	 eggs	 and sugar.	<color=#ffffff>  </color>
304213	Omelette Rice	Cooking	A dish made with rice	 eggs	 and tomatoes.	<color=#ffffff>  </color>
304214	Seafood Salad	Cooking	A dish made with caviar	 eggs	 and cabbage.	<color=#ffffff>  </color>
304215	Winter Melon Tea	Cooking	A dish made with winter melon and sugar.	<color=#ffffff>  </color>
304216	Mouthwatering Chicken	Cooking	A dish made with chicken	 leek	 garlic	 and vinegar.	<color=#ffffff>  </color>
304217	Chinese Stir-Fry	Cooking	A dish made with sea cucumber	 leek	 and soy sauce.	<color=#ffffff>  </color>
304218	Sweet Kinako Mochi	Cooking	A dish made with glutinous rice and sugar.	<color=#ffffff>  </color>
304219	Sweet and Sour Fish	Cooking	A dish made with sea bass	 soy sauce	 sugar	 vinegar	 and Shaoxing wine.	<color=#ffffff>  </color>
304220	Spicy Boiled Fish	Cooking	A dish made with sea bass	 soy sauce	 green onion	 and chili pepper.	<color=#ffffff>  </color>
304221	Milk Pudding	Cooking	A dish made with milk	 eggs	 and sugar.	<color=#ffffff>  </color>
304222	Gyoza	Cooking	A dish made with flour	 shrimp	 and pork.	<color=#ffffff>  </color>
304223	Lychee Shrimp Balls	Cooking	A dish made with shrimp	 lychees	 and sugar.	<color=#ffffff>  </color>
304224	Sticky Rice Balls	Cooking	A dish made with glutinous rice	 azuki beans	 and sugar.	<color=#ffffff>  </color>
304225	Cantonese Char Siu	Cooking	A dish made with pork	 soy sauce	 garlic	 and sugar.	<color=#ffffff>  </color>
304226	Beef Stew	Cooking	A dish made with beef	 soy sauce	 and chili pepper.	<color=#ffffff>  </color>
304227	Spring Rolls	Cooking	A dish made with flour	 pork	 and cabbage.	<color=#ffffff>  </color>
304228	Youlinji	Cooking	A dish made with chicken	 leek	 soy sauce	 and sugar.	<color=#ffffff>  </color>
304229	Mapo Tofu	Cooking	A dish made with tofu	 beef	 chili pepper	 and soy sauce.	<color=#ffffff>  </color>
304230	Shiruko	Cooking	A dish made with azuki beans and sugar.	<color=#ffffff>  </color>
304231	Chinese Medicinal Soup	Cooking	A dish made with crucian carp	 tofu	 and leek.	<color=#ffffff>  </color>
304232	Shrimp Stir-Fry	Cooking	A dish made with shrimp	 luxury Chinese tea	 and eggs.	<color=#ffffff>  </color>
304233	Mung Bean Milk	Cooking	A dish made with mung beans.	<color=#ffffff>  </color>
304234	Vinegar Tofu	Cooking	A dish made with tofu	 garlic	 and leek.	<color=#ffffff>  </color>
304235	Grilled Rockfish	Cooking	A dish made with rockfish	 pork	 and soy sauce.	<color=#ffffff>  </color>
304236	Stewed Chicken	Cooking	A dish made with chicken	 soy sauce	 leek	 and garlic.	<color=#ffffff>  </color>
304237	Seared Beef	Cooking	A dish made with beef	 soy sauce	 and green onions.	<color=#ffffff>  </color>
304238	Meat Pie	Cooking	A dish made with beef	 pork	 soy sauce	 and garlic.	<color=#ffffff>  </color>
304239	Refreshing Tonic	Cooking	A drink made with tonic water and mung beans.	<color=#ffffff>  </color>
304240	Mellow Float	Cooking	A drink made with cream and luxury Chinese tea.	<color=#ffffff>  </color>
304241	Matcha Soda	Cooking	A drink made with soda water and matcha.	<color=#ffffff>  </color>
304242	Cream Soda	Cooking	A drink made with soda water and spice bundles.	<color=#ffffff>  </color>
304243	Milk Tea	Cooking	A drink made with assam tea and milk. Immediately restores 2 Action Points when used.	<color=#ffffff>  </color>
304600	Superb Tonkatsu	Cooking	A dish made with flour	 eggs	 and pork.	<color=#ffffff>  </color>
304601	Superb Miso Ramen	Cooking	A dish made with flour	 eggs	 and miso.	<color=#ffffff>  </color>
304602	Superb Salmon Sashimi	Cooking	A dish made with salmon	 soy sauce	 and wasabi.	<color=#ffffff>  </color>
304603	Superb Manju	Cooking	A dish made with glutinous rice	 azuki beans	 and sugar.	<color=#ffffff>  </color>
304604	Superb Curry with Rice	Cooking	A dish made with rice	 chicken	 potatoes	 onions	 and curry roux.	<color=#ffffff>  </color>
304605	Superb Sukiyaki	Cooking	A dish made with beef	 napa cabbage	 tofu	 shiitake mushrooms	 and carrots.	<color=#ffffff>  </color>
304606	Superb Matcha Ice Cream	Cooking	A dish made with matcha	 milk	 and sugar.	<color=#ffffff>  </color>
304607	Superb Croquette	Cooking	A dish made with flour	 potatoes	 and pork.	<color=#ffffff>  </color>
304608	Superb Eel Rice Bowl	Cooking	A dish made with rice and eel.	<color=#ffffff>  </color>
304609	Superb Tricolored Dango	Cooking	A dish made with glutinous rice	 milk	 and sugar.	<color=#ffffff>  </color>
304610	Superb Tempura	Cooking	A dish made with flour	 eggs	 shrimp	 and soy sauce.	<color=#ffffff>  </color>
304611	Superb Almond Jelly	Cooking	A dish made with almonds	 milk	 and sugar.	<color=#ffffff>  </color>
304612	Superb Flan	Cooking	A dish made with milk	 eggs	 and sugar.	<color=#ffffff>  </color>
304613	Superb Omelette Rice	Cooking	A dish made with rice	 eggs	 and tomatoes.	<color=#ffffff>  </color>
304614	Superb Seafood Salad	Cooking	A dish made with caviar	 eggs	 and cabbage.	<color=#ffffff>  </color>
304615	Superb Winter Melon Tea	Cooking	A dish made with winter melon and sugar.	<color=#ffffff>  </color>
304616	Superb Mouthwatering Chicken	Cooking	A dish made with chicken	 leek	 garlic	 and vinegar.	<color=#ffffff>  </color>
304617	Superb Chinese Stir-Fry	Cooking	A dish made with sea cucumber	 leek	 and soy sauce.	<color=#ffffff>  </color>
304618	Superb Sweet Kinako Mochi	Cooking	A dish made with glutinous rice and sugar.	<color=#ffffff>  </color>
304619	Superb Sweet and Sour Fish	Cooking	A dish made with sea bass	 soy sauce	 sugar	 vinegar	 and Shaoxing wine.	<color=#ffffff>  </color>
304620	Superb Spicy Boiled Fish	Cooking	A dish made with sea bass	 soy sauce	 green onion	 and chili pepper.	<color=#ffffff>  </color>
304621	Superb Milk Pudding	Cooking	A dish made with milk	 eggs	 and sugar.	<color=#ffffff>  </color>
304622	Superb Gyoza	Cooking	A dish made with flour	 shrimp	 and pork.	<color=#ffffff>  </color>
304623	Superb Shrimp Balls	Cooking	A dish made with shrimp	 lychees	 and sugar.	<color=#ffffff>  </color>
304624	Superb Sticky Rice Balls	Cooking	A dish made with glutinous rice	 azuki beans	 and sugar.	<color=#ffffff>  </color>
304625	Superb Char Siu	Cooking	A dish made with pork	 soy sauce	 garlic	 and sugar.	<color=#ffffff>  </color>
304626	Superb Beef Stew	Cooking	A dish made with beef	 soy sauce	 and chili pepper.	<color=#ffffff>  </color>
304627	Superb Spring Rolls	Cooking	A dish made with flour	 pork	 and cabbage.	<color=#ffffff>  </color>
304628	Superb Youlinji	Cooking	A dish made with chicken	 leek	 soy sauce	 and sugar.	<color=#ffffff>  </color>
304629	Superb Mapo Tofu	Cooking	A dish made with tofu	 beef	 chili pepper	 and soy sauce.	<color=#ffffff>  </color>
304630	Superb Shiruko	Cooking	A dish made with azuki beans and sugar.	<color=#ffffff>  </color>
304631	Superb Chinese Medicinal Soup	Cooking	A dish made with crucian carp	 tofu	 and leek.	<color=#ffffff>  </color>
304632	Superb Shrimp Stir-Fry	Cooking	A dish made with shrimp	 luxury Chinese tea	 and eggs.	<color=#ffffff>  </color>
304633	Superb Mung Bean Milk	Cooking	A dish made with mung beans.	<color=#ffffff>  </color>
304634	Superb Vinegar Tofu	Cooking	A dish made with tofu	 garlic	 and leek.	<color=#ffffff>  </color>
304635	Superb Grilled Rockfish	Cooking	A dish made with rockfish	 pork	 and soy sauce.	<color=#ffffff>  </color>
304636	Superb Stewed Chicken	Cooking	A dish made with chicken	 soy sauce	 leek	 and garlic.	<color=#ffffff>  </color>
304637	Superb Seared Beef	Cooking	A dish made with beef	 soy sauce	 and green onions.	<color=#ffffff>  </color>
304638	Superb Meat Pie	Cooking	A dish made with beef	 pork	 soy sauce	 and garlic.	<color=#ffffff>  </color>
304639	Special Refreshing Tonic	Cooking	A drink made with tonic water and mung beans.	<color=#ffffff>  </color>
304640	Special Mellow Float	Cooking	A drink made with cream and luxury Chinese tea.	<color=#ffffff>  </color>
304641	Special Matcha Soda	Cooking	A drink made with soda water and matcha.	<color=#ffffff>  </color>
304642	Special Cream Soda	Cooking	A drink made with soda water and spice bundles.	<color=#ffffff>  </color>
304643	Special Milk Tea	Cooking	A drink made with assam tea and milk. Immediately restores 3 Action Points when used.	<color=#ffffff>  </color>
305100	Tonkatsu Recipe	Recipe	Allows you to make tonkatsu when used.	<color=#ffffff>  </color>
305101	Miso Ramen Recipe	Recipe	Allows you to make miso ramen when used.	<color=#ffffff>  </color>
305102	Sashimi Recipe	Recipe	Allows you to make sashimi when used.	<color=#ffffff>  </color>
305103	Manju Recipe	Recipe	Allows you to make manju when used.	<color=#ffffff>  </color>
305104	Curry with Rice Recipe	Recipe	Allows you to make curry with rice when used.	<color=#ffffff>  </color>
305105	Sukiyaki Recipe	Recipe	Allows you to make sukiyaki when used.	<color=#ffffff>  </color>
